时间(s),X坐标(m),Y坐标(m),Vx(m/s),Vy(m/s),Ax(m/s^2),Ay(m/s^2)
162.17325750852598,-3.388918861324534,5.323549052832426,0.07617300878583082,-0.06104363458039,0.028189244797867094,0.011157295043711615
162.27325750852597,-3.8449759205269065,5.239655035068525,-0.2689930636579571,-0.11659310703859499,-0.08760190075922916,-0.007256523370031554
162.37325750852597,-3.8723132363964967,5.2279594417478155,-0.27775325373387955,-0.1173187593755981,-0.08760190075922916,-0.007256523370031554
162.47325750852596,-3.9285760282474365,5.11230486751557,-0.3077611198189967,-0.19566896365072106,-0.09470039416247555,-0.03291352973028838
162.57325750852596,-4.106582954489682,4.9825364977075255,-0.43199686676687304,-0.2837953879682111,-0.13390057814681422,-0.06157575961339087
162.67325750852595,-4.233725718661279,4.864348196446951,-0.5106245445152443,-0.35908009122188983,-0.15617399637323248,-0.084921821509139
162.77325750852594,-4.256872447904143,4.77725524527251,-0.5023257637449768,-0.40925303093774074,-0.147650565779839,-0.0996123500291067
162.87325750852594,-4.080739635898584,4.804849576748769,-0.333763986043803,-0.364288962465891,-0.08391615649309472,-0.08072232845347121
162.97325750852593,-4.114535615285428,4.768017068859915,-0.342155601693112,-0.3723611953112376,-0.08391615649309472,-0.08072232845347121
163.07325750852593,-4.648473215601482,4.732069609836976,-0.7668574756313838,-0.38151566624096883,-0.23155537550768313,-0.08170283577306761
163.17325750852592,-4.726316740042154,4.693509529034016,-0.7900130131821509,-0.38968594981827515,-0.23155537550768313,-0.08170283577306761
163.27325750852592,-4.254578102691467,4.60135030446375,-0.3381308132768801,-0.4443696189710663,-0.05976498326605857,-0.09877557353866759
163.3732575085259,-4.288690008935483,4.556419464698953,-0.3441073116034856,-0.4542471763249325,-0.05976498326605857,-0.09877557353866759
163.4732575085259,-3.956658405649345,4.509940211988255,-0.03733697752886397,-0.4645966943486558,0.052362823143426204,-0.09894307800495415
163.5732575085259,-3.7662419875418474,4.468068934814471,0.13584827297952484,-0.47014383518395975,0.11321933927030636,-0.09738368700455148
163.6732575085259,-3.6626215348534488,4.467807213533797,0.2237676764254851,-0.439938446894011,0.1407347927705341,-0.08317705186526587
163.7732575085259,-3.4175337394385252,4.571623061035941,0.4351276589287398,-0.318175316072016,0.21356143277717876,-0.03564102115977917
163.87325750852588,-3.4279993190336477,4.527228569128974,0.40942141266964027,-0.33221379478791596,0.19666567036307042,-0.03936469377411254
163.97325750852588,-3.386073849414871,4.493810366181314,0.4290879797059462,-0.336150264165327,0.19666567036307042,-0.03936469377411254
164.07325750852587,-3.779560939137381,5.012054933284849,0.07215161542018289,0.12941389243170953,0.06049132203547225,0.12866417377848743
164.17325750852586,-3.7720433209851856,5.025639643396912,0.07820074762372978,0.14228030980955755,0.06049132203547225,0.12866417377848743
164.27325750852586,-3.526406658254328,4.825949854522632,0.29223159729194165,-0.03461145347116101,0.13684217073813207,0.05859831372007093
164.37325750852585,-3.496499287671445,4.822781700744116,0.3059158143657541,-0.028751622099154252,0.13684217073813207,0.05859831372007093
164.47325750852585,-3.3984746957153864,4.972027588658325,0.3762246978918146,0.10443100898405988,0.1571937373420396,0.10390987036435344
164.57325750852584,-3.7177762816308046,5.2469674512214,0.08552703909239312,0.33831952484634426,0.04607400337572429,0.1841543561864753
164.67325750852584,-3.6774266633290704,5.008442324904019,0.11680099753393627,0.1285318908457083,0.05565551956706807,0.10296836327740466
164.77325750852583,-3.81310020241284,5.204001477046911,-0.006497859025910897,0.29595149106876695,0.008089677247788668,0.16037623916241972
164.87325750852582,-3.7351406594160608,5.290791732050944,0.06035002908057034,0.35884187840415604,0.03179718568912559,0.17702991072020605
164.97325750852582,-3.7289466705795586,5.327561069444958,0.06352974764948272,0.37654486947617566,0.03179718568912559,0.17702991072020605
165.0732575085258,-4.0319773125928515,5.078407001386115,-0.19254892438671647,0.1553535737256237,-0.06134433653147941,0.09185363264297515
165.1732575085258,-4.05153892671418,5.094401626921891,-0.19868335803986406,0.1645389369899207,-0.06134433653147941,0.09185363264297515
165.2732575085258,-4.1226948799765415,4.854253523894533,-0.25612316858863043,-0.05107688205403793,-0.08228760689997336,0.008264130658375113
165.3732575085258,-4.148718634869903,4.849187156342421,-0.26435192927862733,-0.050250468988200465,-0.08228760689997336,0.008264130658375113
165.4732575085258,-4.064599348831232,5.034817481225774,-0.17978482802207932,0.10807337799097685,-0.048834946980522397,0.06447757080438504
165.57325750852578,-3.938358498035756,4.991979283902282,-0.0625117855907384,0.06944141389553804,-0.004375132208222922,0.048234269649487516
165.67325750852578,-4.166160216942334,4.634590218588216,-0.24792850099568686,-0.22649237858389346,-0.07109594730269228,-0.05917480491786409
165.77325750852577,-4.11839107626003,4.409825982865228,-0.1920228058724076,-0.40463097636769235,-0.04773353642165634,-0.12238116866431176
165.87325750852577,-4.01154265746702,4.343656895182798,-0.09159154599092183,-0.43752115626793603,-0.009802961360717323,-0.1297541680821146
165.97325750852576,-4.020750826872915,4.299256008715597,-0.0925718421269935,-0.45049657307614677,-0.009802961360717323,-0.1297541680821146
166.07325750852576,-4.111125016201943,4.474899742155827,-0.1605942979010683,-0.2813648810743378,-0.033881279581850374,-0.0646386665942373
166.17325750852575,-4.127353852389959,4.446440060715425,-0.16398242585925316,-0.2878287477337612,-0.033881279581850374,-0.0646386665942373
166.27325750852575,-4.24182778738155,4.177630856968031,-0.25565196038930493,-0.4992201679972315,-0.06770354323693376,-0.14016221170871687
166.37325750852574,-4.267731501136664,4.127008029109768,-0.26242231471299793,-0.5132363891681024,-0.06770354323693376,-0.14016221170871687
166.47325750852573,-4.363015384618743,4.202347643401833,-0.326471273765892,-0.4223664125853255,-0.08842708639044786,-0.10257987441017645
166.57325750852573,-4.203202664453458,3.943468497204025,-0.1725870848511503,-0.6126871327574492,-0.029007687515360522,-0.16769347920403327
166.67325750852572,-3.990804023125908,3.7317261618366886,0.016027503556835097,-0.7526357296128195,0.040277414877905385,-0.2118299636278607
166.77325750852572,-4.04311987690695,3.551976853395176,-0.026648482908333597,-0.8619396755392534,0.022919467659758358,-0.24426155078966796
166.8732575085257,-3.9504270262421786,3.6593304517134273,0.05488983174663118,-0.7262835737974264,0.05155753746928265,-0.1869596595592086
166.9732575085257,-3.9446802553801694,3.585767296035893,0.06004558549355915,-0.7449795397533462,0.05155753746928265,-0.1869596595592086
167.0732575085257,-3.484641173910482,3.7777520890020275,0.44473265863841405,-0.5451771936904818,0.18934431431544443,-0.10904275979971281
167.1732575085257,-3.439221186475066,3.7226891558339843,0.46366709006995743,-0.5560814696704525,0.18934431431544443,-0.10904275979971281
167.2732575085257,-3.0812368991077146,3.9475010672319377,0.7439754579143263,-0.3349329201980119,0.28467117802663006,-0.025610906885760863
167.37325750852568,-3.0054159974261534,3.9138797206777096,0.7724425757169877,-0.33749401088658787,0.28467117802663006,-0.025610906885760863
167.47325750852568,-2.9450149198045374,4.078748886783249,0.7856869982381444,-0.17644765849518818,0.2791603926374515,0.03305794791162147
167.57325750852567,-3.1008951415114616,4.270415856411886,0.6147322629102044,0.0010380248165270485,0.20651924719296555,0.09607605318103463
167.67325750852567,-3.1788111475100624,4.004816731827881,0.5184045399545325,-0.20839696508116237,0.16419087138756755,0.017562947250740965
167.77325750852566,-3.2620756441082723,4.365991363353448,0.41757620927306455,0.11863471513325087,0.12061672064039052,0.1372843428918923
167.87325750852565,-3.2522655034880175,4.4275567685233606,0.40256582185732354,0.1726340460698779,0.1108341520568788,0.15169996292355037
167.97325750852565,-3.211454750542003,4.445578672944965,0.41364923706301077,0.18780404236223208,0.1108341520568788,0.15169996292355037
168.07325750852564,-3.215789725854594,4.234134094128546,0.3870613142452578,0.012169283676603082,0.09743056887017659,0.08308398943978704
168.17325750852564,-3.17659644158572,4.235766442443405,0.3968043711322749,0.020477682620581313,0.09743056887017659,0.08308398943978704
168.27325750852563,-3.2618906083341566,4.504561172359341,0.30537155556089357,0.25308694082081395,0.06175849200598064,0.16495089909307895
