时间(s),X坐标(m),Y坐标(m),Vx(m/s),Vy(m/s),Ax(m/s^2),Ay(m/s^2)
161.92351680643645,-3.4241448680555897,5.158206288036634,0.05600294753868041,-0.2052271299659052,0.02374045312798805,-0.03754422550432797
162.02351680643645,-3.590725580726883,5.272584379046566,-0.06590087766794793,-0.1059535327671903,-0.016353798769864408,-0.0028621833288854093
162.12351680643644,-3.5973974374875266,5.261974714853203,-0.06753625754493428,-0.10623975110007883,-0.016353798769864408,-0.0028621833288854093
162.22351680643644,-3.7051317378603104,5.13918125130366,-0.14539752193223954,-0.19043266749592097,-0.04176606507187475,-0.030622445534826858
162.32351680643643,-3.8894088197638594,5.146067867204245,-0.28175620644602467,-0.17336294020178022,-0.08681331075505277,-0.023814728236417962
162.42351680643642,-4.051104054880959,5.002694060621827,-0.3944079610791076,-0.2731245420180504,-0.12223538835182576,-0.05673521977432416
162.52351680643642,-4.194042690846603,4.901256705690877,-0.49211583572047385,-0.3395036558011839,-0.15263136717549297,-0.0781503562001157
162.6235168064364,-4.03094187971287,4.911157058278923,-0.3358545982528925,-0.31206465945964706,-0.09312575574610635,-0.06601373466568915
162.7235168064364,-4.064992968316888,4.879620523659632,-0.3451671738275026,-0.3186660329262156,-0.09312575574610635,-0.06601373466568915
162.8235168064364,-4.343277110512072,4.930990024483002,-0.5547902716507782,-0.25803510894818577,-0.16352929841819477,-0.042779077089195525
162.9235168064364,-4.399573784169237,4.904972618202739,-0.5711432014925968,-0.26231301665710505,-0.16352929841819477,-0.042779077089195525
163.0235168064364,-4.494029573077464,4.677253664978061,-0.6277760521239443,-0.44058986100959135,-0.1803208158359319,-0.10583612250290174
163.12351680643638,-4.557708782369034,4.63266549826459,-0.6458081337075364,-0.45117347325988094,-0.1803208158359319,-0.10583612250290174
163.22351680643638,-4.199452646835666,4.570655899961605,-0.3034046081740887,-0.4755476894028864,-0.051352112090532975,-0.11073506255004444
163.32351680643637,-4.0160015650537995,4.4712640333319005,-0.12361631237570926,-0.5305248561076534,0.015516498297589706,-0.12649689500974015
163.42351680643637,-3.8873113009484688,4.464830978933498,-0.0016658608769426018,-0.5031751659657128,0.05868227669856559,-0.11225755580033753
163.52351680643636,-3.708822897167227,4.43450117119118,0.16229468748166476,-0.4963490892727456,0.11692008126430989,-0.10565533728346266
163.62351680643636,-3.689017983540453,4.39962699791617,0.17653779341807696,-0.4939843822775985,0.11783419113904123,-0.10105447166691453
163.72351680643635,-3.670775033242951,4.349723287330078,0.18832121253198042,-0.5040898294442894,0.11783419113904123,-0.10105447166691453
163.82351680643634,-3.4905030495372427,4.622636494541669,0.3393463520679178,-0.23970380738522504,0.16836077144413697,-0.0030412448449765248
163.92351680643634,-3.4557266104732323,4.598650907578923,0.35618242921233056,-0.24000793186972266,0.16836077144413697,-0.0030412448449765248
164.02351680643633,-3.7637331882013685,5.111078551299739,0.07005127218589376,0.2227502281353713,0.056809689500496266,0.16497035793003817
164.12351680643633,-3.756444012535277,5.134178425902925,0.07573224113594305,0.23924726392837417,0.056809689500496266,0.16497035793003817
164.22351680643632,-3.6260703519515687,5.2448229721247515,0.1851116011131359,0.32785091879282924,0.09400784417032557,0.1906545521730697
164.32351680643632,-3.4286256030634386,4.926053832376092,0.34701654959028844,0.0481837152213527,0.14919902188715584,0.08331019257278607
164.4235168064363,-3.422270836878757,4.724093125730893,0.3374153367335881,-0.11668741237829335,0.14040546694781667,0.02163566442293252
164.5235168064363,-3.7425437140744813,5.032481824586984,0.04260213997927892,0.16167206789040853,0.026640942655060687,0.12263364407933187
164.6235168064363,-3.674239209911528,5.139985358748829,0.09886312665173332,0.2493903950671632,0.04584455091830328,0.14947823156969364
164.7235168064363,-3.664123674491764,5.165671789413392,0.10344758174356339,0.2643382182241317,0.04584455091830328,0.14947823156969364
