时间(s),X坐标(m),Y坐标(m)
270.4000000008427,-0.932248428880114,3.268604493303584
270.5000000008427,-0.9347740105335489,3.2641070809762835
270.6000000008427,-0.9372907309911187,3.2596043604557776
270.70000000084275,-0.9397985791461314,3.255096349214604
270.8000000008428,-0.9422975438999455,3.2505830647307716
270.9000000008428,-0.9447876141818381,3.2460645245010817
271.0000000008428,-0.9472687789708513,3.241540746055822
271.10000000084284,-0.9497410272667608,3.2370117469391397
271.20000000084286,-0.9522043481195603,3.2324775447285945
271.3000000008429,-0.9546587305985906,3.2279381570145853
271.4000000008429,-0.9571041638175288,3.2233936014167535
271.50000000084293,-0.959540636922487,3.2188438955760867
271.60000000084295,-0.9619681390907935,3.2142890571539784
271.700000000843,-0.9643866595403727,3.2097291038382627
271.800000000843,-0.9667961875205862,3.2051640533371826
271.900000000843,-0.96919671231336,3.200593923379979
272.00000000084304,-0.9715882232448396,3.196018731724355
272.10000000084307,-0.9739707096610482,3.1914384961407185
272.2000000008431,-0.9763441609605895,3.1868532344329745
272.3000000008431,-0.9787085665619846,3.1822629644176796
272.40000000084314,-0.9810639159282454,3.177667703939472
272.50000000084316,-0.9834101985551783,3.1730674708636384
272.6000000008432,-0.9857474039703471,3.168462283075324
272.7000000008432,-0.988075521742481,3.1638521584853274
272.8000000008432,-0.9903945414721329,3.1592371150242107
272.90000000084325,-0.9927044527928492,3.1546171706428874
273.0000000008433,-0.9950052453829931,3.1499923433198553
273.1000000008433,-0.9972969089410695,3.1453626510459243
273.2000000008433,-0.9995794332188526,3.1407281118443615
273.30000000084334,-1.0018528079882953,3.1360887437506935
273.40000000084336,-1.0041170230664238,3.1314445648276363
273.5000000008434,-1.0063720683034842,3.1267955931579072
273.6000000008434,-1.0086179335818897,3.1221418468434545
273.70000000084343,-1.010854608825748,3.1174833440110636
273.80000000084345,-1.0130820839914028,3.11282010280665
273.9000000008435,-1.0153003490686112,3.1081521413958217
274.0000000008435,-1.0175093940925168,3.1034794779708843
274.1000000008435,-1.019709209118659,3.0988021307360545
274.20000000084354,-1.0218997842565178,3.0941201179269555
274.30000000084357,-1.0240811096360047,3.089433457791063
274.4000000008436,-1.0262531754326698,3.0847421686021512
274.5000000008436,-1.028415971855698,3.080046268653332
274.60000000084364,-1.0305694891468384,3.075345776256313
274.70000000084366,-1.032713717590048,3.0706407097468036
274.8000000008437,-1.0348486475019119,3.0659310874790116
274.9000000008437,-1.0369742692328394,3.0612169278261723
275.0000000008437,-1.0390905731791795,3.056498249187319
275.10000000084375,-1.0411975497579258,3.05177506997299
275.2000000008438,-1.043295189440663,3.0470474086240555
275.3000000008438,-1.0453834827196542,3.042315283592833
275.4000000008438,-1.0474624201333396,3.037578713357031
275.50000000084384,-1.0495319922541935,3.0328377164130282
275.60000000084386,-1.0515921896876437,3.0280923112751537
275.7000000008439,-1.0536430030818251,3.0233425164809056
275.8000000008439,-1.0556844231178881,3.0185883505856252
275.90000000084393,-1.0577164405112,3.013829832163011
276.00000000084395,-1.0597390460235983,3.0090669798116414
276.100000000844,-1.0617522304378029,3.0042998121411966
276.200000000844,-1.063755984591754,2.9995283477906
276.300000000844,-1.065750299344308,2.994752605409819
276.40000000084405,-1.06773516560103,2.9899726036732845
276.50000000084407,-1.069710574301908,2.985188361273427
276.6000000008441,-1.0716765164202537,2.980399896919968
276.7000000008441,-1.073632982972566,2.975607229344954
276.80000000084414,-1.0755799650087248,2.970810377297618
276.90000000084416,-1.0775174536132095,2.966009359544869
277.0000000008442,-1.0794454399174929,2.9612041948775727
277.1000000008442,-1.0813639150741592,2.9563949020972746
277.2000000008442,-1.0832728702916188,2.951581500033674
277.30000000084425,-1.085172296799426,2.946764007527091
277.4000000008443,-1.0870621858743537,2.941942443441393
277.5000000008443,-1.0889425288279724,2.937116826657757
277.6000000008443,-1.0908133170055367,2.932287176073986
277.70000000084434,-1.09267454179595,2.927453510609344
277.80000000084436,-1.094526194621857,2.9226158491996213
277.9000000008444,-1.0963682669408672,2.9177742107975986
278.0000000008444,-1.0982007502580826,2.912928614379081
278.10000000084443,-1.1000236360999396,2.9080790789301334
278.20000000084445,-1.1018369160492865,2.903225623463862
278.3000000008445,-1.103640581710337,2.8983682670035735
278.4000000008445,-1.1054346247350129,2.893507028595179
278.5000000008445,-1.1072190368103931,2.8886419273012063
278.60000000084455,-1.1089938096575858,2.883772982200143
278.70000000084457,-1.110758935041796,2.8789002123910716
278.8000000008446,-1.1125144047623166,2.8740236369889303
278.9000000008446,-1.1142602106537596,2.869143275124946
279.00000000084464,-1.1159963445987091,2.864259145952427
279.10000000084466,-1.1177227985012963,2.859371268634519
279.2000000008447,-1.1194395643226267,2.8544796623602844
279.3000000008447,-1.1211466340453833,2.849584346328562
279.4000000008447,-1.1228439997004283,2.844685339759844
279.50000000084475,-1.1245316533541305,2.8397826618905393
279.6000000008448,-1.126209587107224,2.834876331972344
279.7000000008448,-1.1278777931049704,2.8299663692766712
279.8000000008448,-1.1295362635270418,2.825052793090106
279.90000000084484,-1.1311849905887703,2.8201356227148198
280.00000000084486,-1.132823966553921,2.8152148774741113
280.1000000008449,-1.1344531837080152,2.810290576700691
280.2000000008449,-1.1360726343940912,2.8053627397520478
280.30000000084493,-1.1376823109769705,2.8004313859950196
280.40000000084495,-1.139282205870105,2.7954965348171377
280.500000000845,-1.1408723115227837,2.790558205621145
280.600000000845,-1.142452620418974,2.785616417824385
280.700000000845,-1.1440231250875854,2.7806711908630315
280.80000000084505,-1.1455838180922648,2.7757225441877447
280.90000000084507,-1.147134692032646,2.770770497264066
281.0000000008451,-1.14867573955723,2.7658150695776937
281.1000000008451,-1.1502069533364703,2.7608562806233015
281.20000000084514,-1.1517283260988602,2.7558941499192033
281.30000000084516,-1.153239850594871,2.7509286969926263
281.4000000008452,-1.1547415196240358,2.7459599413905256
281.5000000008452,-1.1562333260220399,2.74098790267435
281.6000000008452,-1.1577152626595613,2.736012600419456
281.70000000084525,-1.1591873224526166,2.731034054219137
281.8000000008453,-1.1606494983522562,2.7260522836804792
281.9000000008453,-1.1621017833458285,2.721067308424735
282.0000000008453,-1.1635441704699747,2.7160791480923443
282.10000000084534,-1.1649766527834764,2.711087822332281
282.20000000084536,-1.1663992234036504,2.706093350816003
282.3000000008454,-1.16781187546998,2.7010957532234414
282.4000000008454,-1.1692146021714263,2.6960950492532776
282.50000000084543,-1.1706073967334083,2.691091258617968
282.60000000084545,-1.1719902524166252,2.686084401043181
282.7000000008455,-1.1733631625274863,2.6810744962716138
282.8000000008455,-1.1747261204077328,2.676061564059065
282.9000000008455,-1.176079119435702,2.6710456241747718
283.00000000084555,-1.1774221530394267,2.6660266964061727
283.10000000084557,-1.1787552146692573,2.661004800548805
283.2000000008456,-1.1800782978345539,2.6559799564195186
283.3000000008456,-1.1813913960670193,2.650952183843196
283.40000000084564,-1.1826945029482283,2.6459215026624863
283.50000000084566,-1.183987612096506,2.6408879327330865
283.6000000008457,-1.1852707171657366,2.6358514939232007
283.7000000008457,-1.1865438118558724,2.630812206117149
283.8000000008457,-1.1878068899024732,2.6257700892116476
283.90000000084575,-1.189059945077978,2.6207251631161252
284.0000000008458,-1.190302971204905,2.6156774477572196
284.1000000008458,-1.1915359621282624,2.6106269630692207
284.2000000008458,-1.1927589117525144,2.6055737290065566
284.30000000084584,-1.1939718140046387,2.600517765531243
284.40000000084586,-1.195174662861862,2.5954590926220624
284.5000000008459,-1.1963674523384351,2.590397730270115
284.6000000008459,-1.1975501764844327,2.5853336984783004
284.70000000084593,-1.1987228293963392,2.5802670172647186
284.80000000084596,-1.1998854052065049,2.575197706659148
284.900000000846,-1.2010378980844298,2.5701257867033416
285.000000000846,-1.2021803022500601,2.5650512774552743
285.100000000846,-1.2033126119459925,2.5599741989801195
285.20000000084605,-1.2044348214747027,2.5548945713619973
285.30000000084607,-1.2055469251613404,2.549812414692169
285.4000000008461,-1.2066489173816626,2.5447277490776603
285.5000000008461,-1.207740792548715,2.5396405946370795
285.60000000084614,-1.2088225451116117,2.5345509715001167
285.70000000084616,-1.2098941695661976,2.5294588998107344
285.8000000008462,-1.2109556604444345,2.5243643997238614
285.9000000008462,-1.2120070123156854,2.5192674914056594
286.0000000008462,-1.2130482198001027,2.514168195037498
286.10000000084625,-1.214079277540642,2.5090665308074964
286.2000000008463,-1.2151001802405477,2.5039625189215338
286.3000000008463,-1.216110922625889,2.498856179592174
286.4000000008463,-1.2171114994736727,2.493747533046732
286.50000000084634,-1.218101905598436,2.488636599523356
286.60000000084636,-1.2190821358510258,2.4835233992705636
286.7000000008464,-1.2200521851293262,2.478407952550212
286.8000000008464,-1.2210120483675668,2.4732902796344014
286.90000000084643,-1.2219617205376196,2.4681704008057204
287.00000000084646,-1.2229011966624723,2.4630483363609494
287.1000000008465,-1.2238304717880615,2.4579241066031674
287.2000000008465,-1.224749541020984,2.4527977318520007
287.3000000008465,-1.2256583994908035,2.4476692324333076
287.40000000084655,-1.2265570423783385,2.4425386286866844
287.50000000084657,-1.2274454649021722,2.4374059409618103
287.6000000008466,-1.22832366231742,2.4322711896180067
287.7000000008466,-1.2291916299265162,2.4271343950269983
287.80000000084664,-1.2300493630684597,2.4219955775700237
287.90000000084666,-1.2308968571201158,2.4168547576380552
288.0000000008467,-1.2317341075097696,2.4117119556352407
288.1000000008467,-1.2325611096887905,2.406567191971564
288.2000000008467,-1.233377859169564,2.4014204870723512
288.30000000084675,-1.2341843514875779,2.396271861368703
